Drept Penal,64.  Infracţiunea de lipsire de libertate în mod ilegal:,"A. se va reţine în concurs cu infracţiunea de ultraj judiciar atunci când X, din răzbunare pentru trimiterea sa în judecată de către un procuror, l-a legat pe acesta de un scaun, victima fiind descoperită o oră mai târziu
B. se poate comite prin răpire chiar şi atunci când victima are posibilitatea de a se deplasa singură
C. nu se poate comite în coautorat daca fapta se săvârşeşte de către o persoana înarmată şi asupra unui minor",B
Drept Penal,74.  Producerea unui prejudiciu estetic grav și permanent poate constitui urmare imediată în cazul infracțiunii de:,"A. încăierare
B. purtare abuzivă
C. act sexual cu un minor",A
Drept Penal,58.  Infracţiunea comisivă prin omisiune:,"A. nu permite niciodată reţinerea cauzei de nepedepsire a împiedicării producerii rezultatului
B. poate îmbraca forma infracţiunii complexe
C. se comite cu intenţie depăşită (praeterintenție) ori de câte ori acţiunea anterioară, ce a creat starea de pericol care a înlesnit producerea rezultatului, este intenţionată.",B
Drept Penal,64.  Constituie întotdeauna furt calificat:,"A. furtul care a produs o pagubă materială mai mare de 2.000.000 lei
B. furtul săvârşit de 3 persoane împreună
C. furtul comis prin folosirea cheii pe care autorul a sustras-o cu o zi înainte din buzunarul persoanei vătămate.",C
Drept Penal,62.  Infracţiunea de ucidere la cererea victimei:,"A. se poate comite şi prin inacţiune
B. este imprescriptibilă, fiind o formă atenuată de omor
C. se comite întotdeauna cu intenţie repentină (spontană), caracterizată de starea de tulburare pricinuită autorului de suferinţele victimei.",A
Drept Penal,55.  Participaţia improprie:,"A. se reţine şi atunci când X major participa cu acte de complicitate concomitentă la comiterea unei infracţiuni intenţionate de către Y, minor în vârstă de 17 ani
B. se poate reţine şi în cazul infracţiunilor caracterizate de pluralitate naturală
C. determină întotdeauna reţinerea agravantei generale a săvârşirii faptei de un major împreună cu un minor.",B
Drept Penal,"69.  Inculpaţii X şi Y au fost opriţi şi legitimaţi de o patrulă de poliţie în jurul orelor 03.00 dimineaţă pe o stradă din Timişoara. În timp ce îşi cauta cartea de identitate, X a scăpat din mână o sacoşă pe care o avea asupra sa, din care au ieşit mai multe bare metalice şi şurubelniţe. Chestionaţi în legătură cu aceste obiecte, X şi Y au recunoscut că mergeau să comită o spargere la un magazin de bijuterii aflat la circa 500 m pe aceeaşi stradă. În acest caz:","A. în sarcina lui X şi Y se va reţine o tentativă întreruptă la infracţiunea de furt calificat
B. se va dispune confiscarea bunurilor aflate în sacoşă, ca fiind bunuri destinate a fi folosite la săvârşirea unei fapte prevăzute de legea penală
C. instanţa nu va putea dispune pentru fapta comisă de X şi Y renunţarea la aplicarea pedepsei.",C
Drept Penal,62.  Cauza justificativă a consimțământului persoanei vătămate:,"A. poate opera chiar dacă persoana vătămată nu cunoaște identitatea celui care va comite fapta prevăzută de legea penală la care consimte
B. nu poate opera niciodată în cazul în care persoana vătămată este un minor cu vârsta sub 14 ani sau o persoană majoră pusă sub interdicție
C. poate opera în cazul oricărei infracțiuni, cu excepția celor contra vieții",A
Drept Penal,74.  Dacă o instituţie publică săvârșeste o infracţiune:,"A. nu răspunde niciodată penal, în măsura în care respectivă instituţie publică poate desfăşura şi activităţi care nu fac obiectul domeniului privat
B. nu este aplicabilă dispoziţia referitoare la majorarea limitelor speciale ale zilelor-amendă în cazul în care instituţia publică a urmărit obţinerea unui folos patrimonial
C. nu i se pot aplica pedepse accesorii.",C
Drept Penal,"70.  Inculpatul D, pe fondul unei dispute cu persoana vătămată E, având ca obiect dreptul de folosinţă al unui teren (nici una dintre părţi neavând un titlu valabil cu privire la dreptul de folosinţă al terenului) a executat discuirea suprafeţei menţionate, distrugând în totalitate cultura de floarea-soarelui înfiinţată de persoana vătămată E pe terenul respectiv, după care a semănat aceeaşi suprafaţă cu porumb, invocând faptul că în zonă terenurile negrăniţuite sunt lucrate în blocuri compacte, conform înţelegerilor dintre persoane, ignorându-se delimitările din titlurile de proprietate, aspecte cunoscute atât de către inculpat, cât şi de către partea civilă. Raportat la situaţia prezentată, fapta inculpatului D:","A. întruneşte elementele constitutive ale infracţiunii de distrugere în varianta tip, prevăzută de art. 253 alin. 1 Cod penal;
B. întruneşte elementele constitutive ale infracţiunii de tulburare de posesie prev. de art. 256 alin. 1 Cod penal;
C. nu constituie infracţiune, niciuna dintre părţi neavând titlu valabil cu privire la dreptul de folosinţă al terenului.",A
Drept Penal,70.  În cazul infracțiunilor de abuz în serviciu și neglijență în serviciu:,"A. paguba cauzată prin comiterea faptei se poate produce și în patrimoniul unei persoane juridice
B. se va aplica, pe lângă pedeapsa principală, și interzicerea exercitării dreptului de a ocupa o funcţie publică
C. subiect activ poate fi și persoana care exercită, temporar, fără remuneraţie, o însărcinare în cadrul unei persoane juridice de drept privat",A
Drept Penal,"53.  Instanţa dispune revocarea liberării condiţionate în cazul în care, pe durata termenului de supraveghere, persoana condamnată:","A. nu respectă cu rea-credinţă măsurile de supraveghere impuse
B. nu execută obligaţiile civile impuse prin hotărârea de condamnare, afară de cazul când dovedeşte că nu a avut nicio posibilitate să le îndeplinească
C. a săvârşit o infracţiune de distrugere din culpă, descoperită în termenul de supraveghere, pentru care i s-a aplicat pedeapsa închisorii, chiar după expirarea acestui termen",AC
Drept Penal,53.  În materia cauzei justificative a legitimei apărări:,"A. atacul poate consta într-o faptă comisivă prin omisiune
B. apărarea nu poate fi exercitată niciodată ulterior consumării infracţiunii simple care constituie atacul
C. atacul poate consta într-o faptă care intră ea însăşi sub incidenţa unei cauze justificative a legitimei apărări.",A
Drept Penal,72.  În cazul infracţiunii de cercetare abuzivă:,"A. nu este posibilă tentativa;
B. se poate reţine forma continuată;
C. este posibilă reţinerea acestei infracţiuni în concurs cu infracţiunea de favorizare a făptuitorului.",BC
Drept Penal,69.  Procurorul poate fi subiect activ al infracțiunii de:,"A. ultraj judiciar
B. cercetare abuzivă în ambele variante
C. represiune nedreaptă în oricare din modalitățile elementului material",A
Drept Penal,75.  Infracțiunea de fals:,"A. în declarații, nu poate fi comisă în coautorat
B. intelectual, poate fi reţinută în concurs formal cu infracţiunea de uz de fals
C. intelectual, se reține în concurs formal cu infracțiunea de fals material în înscrisuri oficiale atunci când înscrisul este întocmit de un funcționar public care nu avea competența de a-l întocmi și care consemnează împrejurări ce nu corespund realității",A
Drept Penal,53.  Există concurs de infracțiuni:,"A. când o infracțiune a fost săvârșită pentru a ascunde comiterea de către aceeași persoană a unei infracțiuni săvârșite din culpă;
B. când o infracțiune de omor a fost săvârșită pentru a înlesni comiterea unei infracțiuni de tâlhărie;
C. când se săvârșesc mai multe acte de sustragere, la scurte intervale de timp, cu aceeaşi ocazie, în realizarea aceleiaşi hotărâri infracționale, din locuinţa comună a lui X şi Y.",AB
Drept Penal,"68.  X, care s-a prezentat în faţa procurorului, afirmând, în mod nereal, că este Y, persoana citată în calitate de martor în cauza instrumentată de procuror, şi a fost audiat în această calitate comite o infracţiune de fals privind identitatea:","A. dacă a prezentat actul de identitate al lui Y
B. şi o infracţiune de mărturie mincinoasă
C. şi o infracţiune de inducere în eroare a organelor judiciare.",A
Drept Penal,"65.  Inculpatul X l-a vizitat pe prietenul său A, tinichigiu auto, pe care l-a rugat să-l transporte la discoteca din satul vecin. Întrucât A l-a refuzat, X a sustras de pe o masă din garajul acestuia cheia autoturismului ce aparținea lui B, autoturism care îi fusese încredințat lui A pentru a fi vopsit. La sfârșitul vizitei, inculpatul X, folosind cheia sustrasă, s-a urcat la volan și a condus autoturismul lui B, pe care l-a abandonat ulterior în fața discotecii din satul vecin. X a săvârșit:","A. infracțiunea de furt simplu și infracțiunea de furt în scop de folosință, în concurs
B. o singură infracțiune de furt în scop de folosință
C. infracțiunea de abuz de încredere",B
Drept Penal,"57.  În ipoteza cauzei justificative a legitimei apărări, atacul poate consta:","A. doar într-o infracțiune consumată
B. și într-o tentativă neincriminată
C. și într-o tentativă neidonee (absolut improprie)",B
Drept Penal,55.  Constituie circumstanțe agravante generale săvârșirea infracțiunii:,"A. în timpul nopții;
B. de două sau mai multe persoane împreună;
C. prin cruzimi.",C
Drept Penal,73.  Cauzarea unei stări de temere victimei trebuie să se producă în mod obligatoriu pentru a putea fi în prezența infracțiunii de:,"A. amenințare
B. hărțuire în modalitatea supravegherii locuinței victimei
C. violare de domiciliu",B
Drept Penal,53.  Reabilitarea judecătorească:,"A. se anulează doar dacă infracţiunea care atrage anularea este descoperită în termenul de reabilitare
B. poate fi acordată şi celor condamnaţi la detenţiune pe viaţă
C. poate fi acordată şi post-mortem, însă numai dacă cel condamnat a trăit până la împlinirea termenului de reabilitare.",B
Drept Penal,67.  Infracțiunea de viol se va reţine:,"A. în varianta tip atunci când făptuitorul o violează pe sora mamei sale, victima fiind majoră
B. în concurs cu infracțiunea de vătămare corporală, atunci când făptuitorul, pentru a înfrânge rezistenţa victimei, în timpul raportului sexual, o crestează cu lama unui cuţit pe frunte şi pe obraji
C. și atunci când victima este constrânsă de inculpat să săvârșească acte de penetrare orală cu un obiect",A
Drept Penal,53.  Împiedicarea producerii rezultatului realizată de către autor:,"A. este o circumstanță personală de individualizare
B. este posibilă în cazul oricărei infracțiuni intenționate
C. poate fi reținută ca o circumstanță atenuantă judiciară, dacă a avut loc ulterior descoperirii faptei",C
Drept Penal,65.  Infracţiunea de rele tratamente aplicate minorului:,"A. se poate comite în coautorat şi atunci când fapta se săvârşeşte prin inacţiune
B. se reţine în forma tentativei pedepsibile în cazul în care inculpatul încearcă să o violeze pe fiica sa minoră, fugărind-o în acest scop prin casă, dacă aceasta reuşeşte să se salveze ieşind pe geam
C. se reţine în concurs formal cu infracţiunea de lipsire de libertate în mod ilegal, atunci când se comite de către mamă asupra fiului său în vârstă de 8 ani, prin izolarea lui într-o pivniță întunecată timp de 5 zile, având la dispoziţie hrană şi apă",A
Drept Penal,63.  Va putea fi condamnat pentru infracțiunea de violare a sediului profesional cel care:,"A. este invitat la sediul unei persoane juridice pentru un interviu, dar refuză părăsirea spațiului respectiv la terminarea interviului, în ciuda solicitărilor repetate ale reprezentanților societății și ale paznicilor
B. pătrunde noaptea în sediul unui centru comercial, pentru a sustrage mai multe bunuri, dar, în timp ce le căuta, este surprins de paznic, astfel încât îl lovește pe acesta pentru a-și asigura scăparea și fuge fără a mai lua bunurile
C. pătrunde fără drept, în timpul nopții, în sediul unui cabinet individual al unui avocat, unde acesta își desfășura activitatea profesională, pentru a vedea cum și-a organizat spațiul",A
Drept Penal,52.  Amânarea aplicării pedepsei nu se poate dispune niciodată cu privire la:,"A. o pedeapsă principală pe lângă care s-a stabilit şi pedeapsa complementară a degradării militare
B. pedeapsa amenzii pentru care s-a dispus executarea prin prestarea unei munci neremunerate în folosul comunităţii
C. o persoană care a mai fost anterior condamnată pentru o altă infracţiune, comisă din culpă.",AB
Drept Penal,54.  În cazul tentativei:,"A. limitele speciale ale pedepsei complementare a interzicerii unor drepturi se reduc la jumătate
B. forma de vinovăţie poate fi diferită de cea care ar fi caracterizat infracţiunea respectivă în formă consumată
C. se reţin aceleaşi circumstanţe agravante legale generale ce s-ar fi reţinut dacă infracţiunea s-ar fi consumat.",C
Drept Penal,54.  Primul termen al recidivei poate consta într-o:,"A. condamnare definitivă la pedeapsa de 2 ani închisoare cu suspendarea executării sub supraveghere pentru infracțiunea de furt, dacă au trecut doi ani de la împlinirea termenului de supraveghere;
B. hotărâre definitivă prin care s-a amânat aplicarea pedepsei de 2 ani închisoare stabilită pentru o infracțiune săvârșită cu intenție depășită (praeterintenție);
C. hotărâre definitivă prin care s-a dispus internarea într-un centru de detenție pe o durată de 1 an și 6 luni pentru săvârșirea infracțiunii de furt calificat.",A
Drept Penal,73.  Infracţiunea de şantaj:,"A. nu se poate reţine atunci când folosul a cărui obţinere se urmăreşte era datorat autorului de către persoana vătămată
B. se consumă în momentul în care subiectul pasiv cedează constrângerii exercitate, autorul obţinând satisfacerea interesului urmărit
C. se reţine în concurs cu infracţiunea de lipsire de libertate în mod ilegal când în schimbul eliberării victimei se cere un folos patrimonial sau nepatrimonial.",C
Drept Penal,52.  Amânarea aplicării pedepsei închisorii:,"A. nu se poate dispune niciodată, dacă pe lângă pedeapsa închisorii s-a aplicat şi pedeapsa amenzii penale
B. se poate dispune, dacă inculpatul a mai fost condamnat anterior la pedeapsa închisorii pentru o infracţiune amnistiată
C. se poate dispune, dacă inculpatul a mai fost condamnat anterior la pedeapsa închisorii pentru o infracţiune din culpă",B
Drept Penal,54.  Este necesar ca subiectul pasiv al faptei tipice să fi comis un act cu caracter injust pentru a putea reține în cazul respectivei fapte:,"A. cauza justificativă a legitimei apărări
B. circumstanța atenuantă a depășirii limitelor stării de necesitate
C. cazul fortuit",A
Drept Penal,55.  Munca neremunerată în folosul comunității nu se poate dispune:,"A. ca modalitate de executare a pedepsei amenzii după ce condamnatul a plătit o parte din aceasta
B. ca obligație a condamnatului, pe durata termenului de supraveghere al liberării condiționate
C. ca obligație în conținutul pedepsei complementare a interzicerii unor drepturi",B
Drept Penal,55.  Amenda care însoțește pedeapsa închisorii:,"A. se poate aplica doar în cazul infracțiunilor de rezultat
B. poate fi aplicată chiar dacă pentru infracțiunea respectivă s-a luat și măsura de siguranță a confiscării bunurilor dobândite în mod vădit prin comiterea faptei
C. rămâne executabilă chiar dacă în cazul pedepsei închisorii pe care o însoțește s-a dispus amânarea aplicării pedepsei",B
Drept Penal,"67.  Fapta inculpatului de a depune la instanţa de judecată, la mai multe termene ce au avut loc în cadrul unui proces, 4 chitanţe falsificate care atestă, în mod nereal, plata unor sume de bani cu titlu de onorariu avocat, în scopul obligării părţii adverse de către instanţă la plata cheltuielilor de judecată, rezultat care nu s-a produs din cauza pierderii procesului, constituie:","A. tentativă la infracţiunea de înşelăciune comisă prin folosirea de mijloace frauduloase, prevăzută de art. 32 Cod penal raportat la art. 244 alin. 1 şi 2 Cod penal;
B. infracţiunea de fals în înscrisuri sub semnătură privată în formă continuată, prevăzută de art. 322 alin. 1 Cod penal cu aplicarea art. 35 alin. 1 Cod penal;
C. infracţiunea de fals în înscrisuri sub semnătură privată prevăzută de art. 322 alin. 1 Cod penal",B
Drept Penal,"62.  Suspendarea executării pedepsei sub supraveghere, se poate dispune în cazul în unei hotărâri de condamnare la pedeapsa:","A. închisorii de 3 ani;
B. amenzii;
C. închisorii de 2 ani, însoțită de pedeapsa amenzii.",AC
Drept Penal,74.  În cazul infracțiunii de delapidare:,"A. se va reţine cauza de nepedepsire a împiedicării producerii rezultatului dacă inculpatul, funcţionar bancar ce îndeplineşte funcţia de casier, sustrage o sumă de bani din casierie, pe care o restituie când încasează salariul, înainte ca fapta să fie descoperită
B. elementul material al laturii obiective nu poate să constea, potrivit legii, în înlesnirea valorificării unui bun
C. autorul răspunde și atunci când bunul este traficat în interesul unui coleg de serviciu, care nu este funcționar public",B
Drept Penal,"67.  În cazul în care o infracțiune sancționată de lege cu închisoarea de la unu la 5 ani este comisă în condițiile unei circumstanțe agravante legale generale și rămâne în forma tentativei (incriminate), este legal aplicată o pedeapsă cu închisoarea de:","A. 6 luni
B. 4 ani
C. 4 ani și 6 luni",A
Drept Penal,"75.  Inculpatul H a pătruns într-o clădire dezafectată, loc în care ştia că se află persoana vătămată F şi a încercat să întreţină raporturi sexuale cu aceasta prin constrângere, însă nereuşind, i-a smuls acesteia telefonul din mână pentru a nu o lăsa să anunţe organele de poliţie, şi l-a aruncat pe geamul clădirii, telefonul mobil spărgându-se, după care inculpatul a fugit de la faţa locului. În sarcina inculpatului se vor reţine în concurs:","A. tentativă la infracţiunea de viol şi infracţiunea de tâlhărie;
B. tentativă la infracţiunea de viol şi tentativă la infracţiunea de tâlhărie;
C. tentativă la infracţiunea de viol şi infracţiunea de distrugere.",C
Drept Penal,63.  În cazul infracţiunii de ucidere a nou-născutului comisă de mamă:,"A. instanţa trebuie să reţină şi circumstanţa agravantă a comiterii faptei profitând de starea de vădită vulnerabilitate a victimei
B. starea de tulburare poate fi determinată de împrejurarea că copilul s-a născut cu malformaţii fizice grave
C. dacă actele de executare au loc în termenul de 24 de ore de la naştere, dar moartea noului-născut intervine după acest termen, se va reţine în sarcina mamei un omor calificat.",B
Drept Penal,63.  Fapta de a aplică o lovitură cu un cuţit în zona gâtului ce a avut drept consecinţă producerea unei plăgi penetrante constituie:,"A. infracţiunea de lovire sau alte violente, dacă gravitatea a fost evaluată la 25 de zile de îngrijiri medicale
B. tentativă la omor, chiar dacă gravitatea a fost evaluată la 25 de zile de îngrijiri medicale
C. vătămare corporală, dacă leziunile traumatice au necesitat 25 de zile de îngrijiri medicale, dar prin raportul de expertiză medico-legală s-a constatat că fapta a pus în pericol viaţă victimei.",B
Drept Penal,66.  În materia influențării declarațiilor:,"A. nu constituie infracţiune înţelegerea patrimonială dintre persoana vătămată și autorul unei tentative la infracțiunea de omor
B. se va reține infracțiunea și dacă B îi oferă o sumă de bani lui C, pârât într-o cauză civilă în care fratele lui B era reclamant, pentru ca C să nu prezinte probe, chiar dacă acesta refuză respectiva sumă și nu dă curs rugăminții lui B
C. infracțiunea se va reține în concurs cu cea de hărțuire, dacă autorul, pentru a determina victima să dea declarații mincinoase într-o cauză penală, o urmărește în mod repetat, fără drept sau interes legitim, cauzându-i astfel o stare de temere",B
Drept Penal,"68.  Potrivit Codului penal, producerea unei pagube este necesară pentru a se putea reține infracțiunea de:","A. distrugere, în varianta constând în distrugerea unui înscris sub semnătură privată, care aparține în tot sau în parte altei persoane și servește la dovedirea unui drept de natură patrimonială
B. furt în scop de folosință, în varianta folosirii unui terminal de comunicații racordat fără drept la o rețea
C. tăinuire, în modalitatea înlesnirii valorificării unui bun",A
Drept Penal,63.  Infracţiunea de vătămare corporală:,"A. în oricare din formele sale, poate fi comisă şi prin inacţiune.
B. poate fi reţinută în concurs formal (ideal) cu infracţiunea de loviri sau vătămări cauzatoare de moarte comisă asupra aceleiaşi victime
C. săvârşită în modalitatea punerii în primejdie a vieţii victimei, este o infracţiune continuă.",A
Drept Penal,"70.  Fapta mecanicului auto care, în perioada în care autoturismul persoanei vătămate se afla în atelierul său pentru reparație, s-a deplasat cu el la munte într-un weekend, iar proprietarului i-a spus că reparaţia nu este încă realizată, constituie infracţiunea de:","A. înșelăciune
B. furt de folosință
C. abuz de încredere",C
Drept Penal,54.  Renunţarea la aplicarea pedepsei:,"A. nu permite luarea vreunei măsuri de siguranţă, deoarece în acest caz instanţa nu individualizează nicio sancţiune
B. nu poate fi dispusă dacă infracţiunea comisă se află în stare de recidivă postcondamnatorie, dar se poate dispune atunci când ea se află în stare de recidivă postexecutorie
C. se poate dispune cu privire la autorul unei infracţiuni, chiar dacă instigatorului şi complicilor li s-au aplicat pedepse.",C
Drept Penal,54.  În cazul infracțiunii de șantaj:,"A. constituie variantă agravată ameninţarea cu darea în vileag a unei fapte imaginare, compromiţătoare pentru un membru de familie al persoanei amenințate, comisă în scopul de a dobândi în mod injust un folos nepatrimonial
B. împăcarea înlătură răspunderea penală
C. mobilul nu prezintă relevanță pentru existența infracțiunii",C
Drept Penal,56.  În cazul circumstanței atenuante a provocării:,"A. actul provocator este întotdeauna o faptă prevăzută de legea penală
B. infracţiunea provocată (riposta) poate fi comisă cu orice formă de vinovăţie
C. dacă instanţa se opreşte asupra pedepsei amenzii, circumstanţa nu produce efecte asupra sumei corespunzătoare unei zile-amendă.",C
Drept Penal,"74.  Maria a primit de la soțul său, Alexandru, un inel de aur despre care acesta i-a spus că l-a luat din casa fratelui său, pe care-l ajuta la zugrăvit, profitând de faptul că la un moment dat se afla singur în locuință. Maria i-a spus să îl returneze, dar acesta nu a fost de acord, afirmând că bijuteria reprezintă echivalentul muncii depuse, fiind sigur că fratele nu-i va da niciun ban. În aceste condiții, Maria a amanetat inelul, iar banii obținuți i-a folosit pentru plata întreținerii. Fapta Mariei:","A. se pedepsește ca infracțiunea de tăinuire
B. se pedepsește ca infracțiunea de favorizarea făptuitorului
C. nu se pedepsește",C
Drept Penal,"59.  Vom fi în prezenţa unei legi de dezincriminare şi atunci când fapta se regăseşte, sub aceeaşi denumire, atât în legea veche, cât şi în legea nouă, dar legea nouă:","A. consacră o cauză de nepedepsire neprevăzută în legea veche şi care este incidentă în speţă
B. coboară limita de vârstă a subiectului pasiv în raport de care fapta constituie infracţiune, iar victima depăşise, la momentul comiterii infracţiunii, respectiva limita
C. prevede că fapta, care anterior se urmărea din oficiu, va fi urmărită doar la plângere prealabilă, iar persoana vătămată declara că nu doreşte să formuleze o astfel de plângere.",B
Drept Penal,"70.  Infracțiunea de părăsirea locului accidentului ori modificarea sau ștergerea urmelor acestuia, săvârșită în modalitatea părăsirii locului accidentului:","A. nu se poate reține niciodată dacă accidentul de circulație s-a comis în desfășurarea unei activități ce constituie prin ea însăși infracțiune
B. poate fi comisă de instructorul auto aflat, la momentul accidentului, în procesul de instruire
C. nu poate fi comisă în forma participației improprii",B
Drept Penal,54.  În cazul unei infracțiuni intenționate pentru care legea prevede pedeapsa detențiunii pe viață alternativ cu închisoarea de la 15 la 25 de ani:,"A. comisă de un minor, se va lua măsura educativă a internării într-un centru de detenție pe o perioadă de la 2 la 5 ani
B. comisă de o persoană cu antecedente penale, se poate reține concomitent starea de recidivă postexecutorie și pluralitatea intermediară
C. comisă de o persoană care a împlinit vârsta de 65 de ani la data săvârșirii, instanța este obligată să aleagă pedeapsa alternativă a închisorii pe o durată de la 15 la 25 de ani",B
